,News Media,Date,Tweets Ago,Compound,Positive,Neutral,Negative,Tweet
304,FoxNews,Wed Sep 12 02:42:12 +0000 2018,5,0.8286,0.313,0.687,0.0,Giuliani-backed Eddie Edwards close to win in pivotal NH U.S. House race; @BernieSanders' son trounced in Dem prima… https://t.co/nwvnDx8WZN
305,FoxNews,Wed Sep 12 02:33:00 +0000 2018,6,-0.5764,0.0,0.679,0.321,.@AlanDersh: Strzok's Claim About 'Leak Strategy' Doesn't 'Pass the Giggle Test' https://t.co/lGktNLLwss
306,FoxNews,Wed Sep 12 02:28:42 +0000 2018,7,0.5667,0.237,0.763,0.0,"George Papadopoulos on Mueller probe: ""I didn't plead guilty to collusion. I [pleaded] guilty to lying."" #Hannity https://t.co/ylmSFlxKl3"
307,FoxNews,Wed Sep 12 02:25:00 +0000 2018,8,0.0,0.0,1.0,0.0,"As Hurricane Florence nears, shelters ask for volunteers to take in animals. https://t.co/yrybaVdTrw"
308,FoxNews,Wed Sep 12 02:20:00 +0000 2018,9,-0.7845,0.0,0.533,0.467,"New Mexico compound suspects indicted on firearms, conspiracy charges, officials say. https://t.co/l4iDhIwJdI"
309,FoxNews,Wed Sep 12 02:08:42 +0000 2018,10,0.0,0.0,1.0,0.0,".@Mark_Penn: ""There doesn't seem to be either a Democratic message, or particularly a Republican message as we go i… https://t.co/PxApkT1NHa"
310,FoxNews,Wed Sep 12 01:59:56 +0000 2018,11,-0.2732,0.0,0.811,0.189,Residents of New Mexico compound indicted on federal charges https://t.co/32QhqgGb8z
311,FoxNews,Wed Sep 12 01:59:00 +0000 2018,12,-0.4404,0.0,0.861,0.139,"The ""Tribute in Light"" illuminates the New York City skyline on the 17th anniversary of the 9/11 attacks. https://t.co/GqA63ekivj"
312,FoxNews,Wed Sep 12 01:50:39 +0000 2018,13,0.0,0.0,1.0,0.0,Fitton on New Strzok-Page Texts: 'Corrupted' Mueller Probe Needs to Be Shut Down https://t.co/MSWbRtmg0K
313,FoxNews,Wed Sep 12 01:47:00 +0000 2018,14,0.0,0.0,1.0,0.0,TOMORROW: Former Secretary of State @JohnKerry sits down with @DanaPerino to discuss foreign policy politics – Tune… https://t.co/kE8pIwRGxy
314,FoxNews,Wed Sep 12 01:37:05 +0000 2018,15,-0.5859,0.0,0.808,0.192,".@TuckerCarlson on newly released Strzok-Page text messages: ""This is a betrayal of constitutional order and of dem… https://t.co/dggKd6TBB9"
315,FoxNews,Wed Sep 12 01:28:51 +0000 2018,16,-0.7717,0.0,0.599,0.401,"Cougar apparently killed Oregon woman missing for nearly 2 weeks, investigators say https://t.co/2RoU1DeqgZ"
316,FoxNews,Wed Sep 12 01:20:54 +0000 2018,17,0.4767,0.289,0.588,0.123,Greek life leaders and parents of hazing victims join forces to save lives https://t.co/9UTMczSA9b
317,FoxNews,Wed Sep 12 01:14:39 +0000 2018,18,-0.5423,0.0,0.759,0.241,"Jail inmates using roach poison to get high, Florida sheriff says https://t.co/RtzMOSKrjH"
318,FoxNews,Wed Sep 12 01:13:00 +0000 2018,19,-0.5267,0.091,0.625,0.284,"Conor McGregor faces lawsuit from fellow UFC fighter over bus attack, report says https://t.co/vrtM3WmsRJ"
319,FoxNews,Wed Sep 12 01:02:00 +0000 2018,20,0.0,0.0,1.0,0.0,'The Conners' star Emma Kenney talks filming spinoff without Roseanne Barr https://t.co/K1hISCvG7V
320,FoxNews,Wed Sep 12 03:00:00 +0000 2018,21,0.0,0.0,1.0,0.0,"Ken Starr: ""I do think impeachment is hell."" @IngrahamAngle https://t.co/2oeoO6Waq5"
321,FoxNews,Wed Sep 12 02:57:15 +0000 2018,22,-0.296,0.0,0.885,0.115,There's now more than 5 million people under hurricane watches and warnings as Hurricane Florence barrels towards t… https://t.co/LTIbKBGP7F
322,FoxNews,Wed Sep 12 02:54:00 +0000 2018,23,0.0,0.0,1.0,0.0,".@NewtGingrich on @BarackObama campaigning for Democrats: ""I think we ought to take him head on."" @IngrahamAngle https://t.co/PHrSdSlV4l"
323,FoxNews,Wed Sep 12 02:49:34 +0000 2018,24,0.5267,0.152,0.848,0.0,".@CBP Deputy Chief Patrol Agent Jason Owens: ""We need a wall, we need infrastructure...and we need the brave men an… https://t.co/aTjgo0MmM1"
324,FoxNews,Wed Sep 12 02:42:12 +0000 2018,25,0.8286,0.313,0.687,0.0,Giuliani-backed Eddie Edwards close to win in pivotal NH U.S. House race; @BernieSanders' son trounced in Dem prima… https://t.co/nwvnDx8WZN
325,FoxNews,Wed Sep 12 02:33:00 +0000 2018,26,-0.5764,0.0,0.679,0.321,.@AlanDersh: Strzok's Claim About 'Leak Strategy' Doesn't 'Pass the Giggle Test' https://t.co/lGktNLLwss
326,FoxNews,Wed Sep 12 02:28:42 +0000 2018,27,0.5667,0.237,0.763,0.0,"George Papadopoulos on Mueller probe: ""I didn't plead guilty to collusion. I [pleaded] guilty to lying."" #Hannity https://t.co/ylmSFlxKl3"
327,FoxNews,Wed Sep 12 02:25:00 +0000 2018,28,0.0,0.0,1.0,0.0,"As Hurricane Florence nears, shelters ask for volunteers to take in animals. https://t.co/yrybaVdTrw"
328,FoxNews,Wed Sep 12 02:20:00 +0000 2018,29,-0.7845,0.0,0.533,0.467,"New Mexico compound suspects indicted on firearms, conspiracy charges, officials say. https://t.co/l4iDhIwJdI"
329,FoxNews,Wed Sep 12 02:08:42 +0000 2018,30,0.0,0.0,1.0,0.0,".@Mark_Penn: ""There doesn't seem to be either a Democratic message, or particularly a Republican message as we go i… https://t.co/PxApkT1NHa"
330,FoxNews,Wed Sep 12 01:59:56 +0000 2018,31,-0.2732,0.0,0.811,0.189,Residents of New Mexico compound indicted on federal charges https://t.co/32QhqgGb8z
331,FoxNews,Wed Sep 12 01:59:00 +0000 2018,32,-0.4404,0.0,0.861,0.139,"The ""Tribute in Light"" illuminates the New York City skyline on the 17th anniversary of the 9/11 attacks. https://t.co/GqA63ekivj"
332,FoxNews,Wed Sep 12 01:50:39 +0000 2018,33,0.0,0.0,1.0,0.0,Fitton on New Strzok-Page Texts: 'Corrupted' Mueller Probe Needs to Be Shut Down https://t.co/MSWbRtmg0K
333,FoxNews,Wed Sep 12 01:47:00 +0000 2018,34,0.0,0.0,1.0,0.0,TOMORROW: Former Secretary of State @JohnKerry sits down with @DanaPerino to discuss foreign policy politics – Tune… https://t.co/kE8pIwRGxy
334,FoxNews,Wed Sep 12 01:37:05 +0000 2018,35,-0.5859,0.0,0.808,0.192,".@TuckerCarlson on newly released Strzok-Page text messages: ""This is a betrayal of constitutional order and of dem… https://t.co/dggKd6TBB9"
335,FoxNews,Wed Sep 12 01:28:51 +0000 2018,36,-0.7717,0.0,0.599,0.401,"Cougar apparently killed Oregon woman missing for nearly 2 weeks, investigators say https://t.co/2RoU1DeqgZ"
336,FoxNews,Wed Sep 12 01:20:54 +0000 2018,37,0.4767,0.289,0.588,0.123,Greek life leaders and parents of hazing victims join forces to save lives https://t.co/9UTMczSA9b
337,FoxNews,Wed Sep 12 01:14:39 +0000 2018,38,-0.5423,0.0,0.759,0.241,"Jail inmates using roach poison to get high, Florida sheriff says https://t.co/RtzMOSKrjH"
338,FoxNews,Wed Sep 12 01:13:00 +0000 2018,39,-0.5267,0.091,0.625,0.284,"Conor McGregor faces lawsuit from fellow UFC fighter over bus attack, report says https://t.co/vrtM3WmsRJ"
339,FoxNews,Wed Sep 12 01:02:00 +0000 2018,40,0.0,0.0,1.0,0.0,'The Conners' star Emma Kenney talks filming spinoff without Roseanne Barr https://t.co/K1hISCvG7V
340,FoxNews,Wed Sep 12 01:00:38 +0000 2018,41,0.5267,0.207,0.793,0.0,Judicial Watch sues Justice Dept. for records from Anthony Weiner laptop. (via @brookefoxnews) https://t.co/KVrPktLnjB
341,FoxNews,Wed Sep 12 00:51:12 +0000 2018,42,0.5719,0.222,0.778,0.0,".@POTUS says US response to Puerto Rico hurricanes was an 'incredible, unsung success' https://t.co/3DV9E5lmJX"
342,FoxNews,Wed Sep 12 00:39:31 +0000 2018,43,-0.5945,0.0,0.795,0.205,Border Patrol in Texas nabs more than 130 illegal immigrants in just over 24 hours. https://t.co/Ye1dZVbpfi
343,FoxNews,Wed Sep 12 00:35:37 +0000 2018,44,0.0,0.0,1.0,0.0,"RT @FoxNewsResearch: #HurricaneFlorence is approximately 500 miles wide, roughly the same distance as from the Georgia-Florida border to th…"
344,FoxNews,Wed Sep 12 00:35:31 +0000 2018,45,-0.6808,0.096,0.643,0.261,"RT @FoxNewsResearch: Since September 11, 2001:
•Nearly 3 million Americans have deployed in support of Global War on Terror
—Nearly 7,000 k…"
345,FoxNews,Wed Sep 12 00:30:59 +0000 2018,46,0.4215,0.167,0.833,0.0,Hurricane Florence churns in the Atlantic: How do these powerful tropical storms take shape? https://t.co/bKPTMSbVTn
346,FoxNews,Wed Sep 12 00:27:49 +0000 2018,47,-0.6908,0.09,0.631,0.279,"RT @FoxBusiness: .@VP speaking at the 9/11 Pentagon Ceremony: ""While we all suffered loss that day, we know you bear a special burden. But…"
347,FoxNews,Wed Sep 12 00:25:41 +0000 2018,48,0.0,0.0,1.0,0.0,4 impeached West Virginia justices to face trials. https://t.co/zpx44kRiWB
348,FoxNews,Wed Sep 12 00:13:56 +0000 2018,49,-0.2732,0.128,0.69,0.182,"California GOP House candidate used campaign sign to protect himself from knife attacker, investigator says. https://t.co/D2eSwV2X0B"
349,FoxNews,Wed Sep 12 00:05:00 +0000 2018,50,0.0,0.0,1.0,0.0,Hurricane Florence to trigger mudslides? Why the storm's potential effect has scientists on edge. https://t.co/pjm887Btih
350,FoxNews,Wed Sep 12 00:04:00 +0000 2018,51,0.0,0.0,1.0,0.0,TOMORROW: Journalist Bob Woodward sits down with @DanaPerino to discuss his new book about the Trump White House –… https://t.co/3VpLPOhkX3
351,FoxNews,Tue Sep 11 23:58:24 +0000 2018,52,-0.0772,0.12,0.712,0.169,"On the 17th anniversary of 9/11, the ""Tribute in Light"" shines from lower Manhattan in honor of those who lost thei… https://t.co/JuDnleZHDZ"
352,FoxNews,Tue Sep 11 23:50:25 +0000 2018,53,0.4019,0.255,0.604,0.141,.@mikeroweworks says Nike should have honored 9/11 victim Tom Burnett https://t.co/tBjhlPbF9G
353,FoxNews,Tue Sep 11 23:41:36 +0000 2018,54,-0.5859,0.0,0.743,0.257,Nick Carter's sexual assault case 'declined' by Los Angeles DA's Office https://t.co/8LszP086Qo
354,FoxNews,Tue Sep 11 23:34:29 +0000 2018,55,-0.3612,0.0,0.872,0.128,"Oklahoma woman mistakes coyote for dog, awakes to wild animal in bedroom: 'He lunged at the door' https://t.co/p6Zp6917xW"
355,FoxNews,Tue Sep 11 23:28:29 +0000 2018,56,0.0,0.0,1.0,0.0,Steel column recovered from Ground Zero finds new home at CIA memorial https://t.co/qMPPYOCtKS
356,FoxNews,Tue Sep 11 23:18:08 +0000 2018,57,-0.7089,0.0,0.671,0.329,"Garth Brooks, Trisha Yearwood: There's 'nothing more rewarding' than 'getting your hands dirty' https://t.co/Ro9H0xC59m"
357,FoxNews,Tue Sep 11 23:14:21 +0000 2018,58,0.0,0.0,1.0,0.0,"James Joseph of @FEMA on Hurricane Florence: ""We do expect there to be a lot of utility impacts. When we look at pr… https://t.co/wvK1qE7bks"
358,FoxNews,Tue Sep 11 23:07:28 +0000 2018,59,0.4215,0.141,0.859,0.0,The Mid-Atlantic is bracing for Hurricane Florence as the powerful storm churns toward the region. @RickLeventhal h… https://t.co/E5NBuM2uYo
359,FoxNews,Tue Sep 11 23:06:31 +0000 2018,60,0.0,0.0,1.0,0.0,"Edward Rappaport of the National Hurricane Center: ""At this time, the center [of Hurricane Florence] is located abo… https://t.co/HqQSgaDn6J"
360,FoxNews,Tue Sep 11 23:00:34 +0000 2018,61,0.0,0.0,1.0,0.0,Hurricane Florence household hacks go viral ahead of major storm. https://t.co/HdTID00TiQ
361,FoxNews,Tue Sep 11 22:52:45 +0000 2018,62,-0.743,0.0,0.69,0.31,"Between Strzok and Meadows, war of words after texts tell of FBI 'media leak strategy' https://t.co/9lmSg8AWZI"
362,FoxNews,Tue Sep 11 22:45:17 +0000 2018,63,-0.8555,0.045,0.621,0.334,".@guypbenson on the war on terror: ""People who want to buy a gun or plow a car into people, that's very different t… https://t.co/NahGkx5eeI"
363,FoxNews,Tue Sep 11 22:30:29 +0000 2018,64,-0.5859,0.0,0.758,0.242,"Russia is suspected in the sonic attacks on U.S. diplomats, according to a new report. @RichEdsonDC reports.… https://t.co/eSQQgyaGUl"
364,FoxNews,Tue Sep 11 22:19:17 +0000 2018,65,0.0,0.0,1.0,0.0,"Within the next 36 hours, the coastal areas of North and South Carolina are expected to experience hurricane force… https://t.co/KNcbWClZ1E"
365,FoxNews,Tue Sep 11 22:15:49 +0000 2018,66,0.0,0.0,1.0,0.0,"Hurricane Florence's rainfall could be 'catastrophic,' scientist says. https://t.co/HX2DS05X2a"
366,FoxNews,Tue Sep 11 22:06:12 +0000 2018,67,-0.6249,0.0,0.718,0.282,Report: Russia Is 'Main Suspect' in Alleged Cognitive Attacks to US Diplomats in Cuba https://t.co/8ow1uTVhjt
367,FoxNews,Tue Sep 11 21:55:56 +0000 2018,68,0.5267,0.185,0.815,0.0,Possible one of a kind 1968 Pontiac GTO listed on Craigslist after 15 years in storage https://t.co/KuYmKvOvNl
368,FoxNews,Tue Sep 11 21:40:45 +0000 2018,69,-0.5256,0.0,0.805,0.195,"Sometimes GoFundMe goes right, sometimes very wrong ... and sometimes, way off the rails https://t.co/E1wsl0nRk5"
369,FoxNews,Tue Sep 11 21:36:39 +0000 2018,70,0.0,0.0,1.0,0.0,Millions of people in the Carolinas and Virginia are bracing for Hurricane Florence; @RickLeventhal is in Wrightsvi… https://t.co/cocq2kGIiQ
370,FoxNews,Tue Sep 11 21:36:22 +0000 2018,71,-0.296,0.0,0.896,0.104,Hurricane and storm surge warnings are in effect for parts of North and South Carolina as Hurricane Florence churns… https://t.co/1JSt4XEyue
371,FoxNews,Tue Sep 11 21:34:36 +0000 2018,72,0.128,0.086,0.914,0.0,"@rickreichmuth on Hurricane Florence: ""Within about 36 hours, we're going to be feeling the hurricane force.""… https://t.co/WhD5pOV918"
372,FoxNews,Tue Sep 11 21:31:49 +0000 2018,73,0.0,0.0,1.0,0.0,Eagle perches on Minnesota 9/11 flag display: See the photo https://t.co/Pv3OlN6NGJ
373,FoxNews,Tue Sep 11 21:28:06 +0000 2018,74,0.4168,0.188,0.812,0.0,"Hurricane Florence shouldn't hurt North Carolina's wild horse population, wildlife experts say https://t.co/L9kgSUfMSo"
374,FoxNews,Tue Sep 11 21:06:01 +0000 2018,75,-0.296,0.0,0.901,0.099,Hurricane and storm surge warnings are now in effect for parts of the North and South Carolina coasts as Hurricane… https://t.co/ICtPc63e6X
375,FoxNews,Tue Sep 11 21:00:40 +0000 2018,76,-0.8519,0.0,0.563,0.437,"Pope to meet with head of US Bishops' Conference over sex abuse, cover-up scandal. https://t.co/kP5sjflH1i"
376,FoxNews,Tue Sep 11 20:45:53 +0000 2018,77,-0.2732,0.0,0.826,0.174,Hurricane Florence charges towards US East Coast as ‘monster’ storm. https://t.co/0pdEy3gB6L
377,FoxNews,Tue Sep 11 20:39:32 +0000 2018,78,0.0,0.0,1.0,0.0,How scientists track Hurricane Florence with a 'forecast cone' https://t.co/Q1NXmqQ6iC
378,FoxNews,Tue Sep 11 20:32:00 +0000 2018,79,-0.3818,0.0,0.794,0.206,"Workers say unions defying Janus ruling, threaten new court action. https://t.co/KgjRgFa7ni"
379,FoxNews,Tue Sep 11 20:31:17 +0000 2018,80,-0.7351,0.096,0.6,0.304,".@PressSec shared this message on Twitter on the 17th anniversary of the Sept. 11, 2001, terrorist attacks. https://t.co/tQPdNkHspD"
380,FoxNews,Tue Sep 11 20:26:00 +0000 2018,81,-0.2732,0.083,0.773,0.144,Washington state in legal battle with 6 states after it refuses to build coal export terminal. https://t.co/hDQhQ4qwCQ
381,FoxNews,Tue Sep 11 20:21:01 +0000 2018,82,-0.5574,0.0,0.699,0.301,Baltimore officer dragged by car during traffic stop is able to chase down fleeing suspect. https://t.co/5V4qXquCyJ
382,FoxNews,Tue Sep 11 20:14:24 +0000 2018,83,0.5994,0.197,0.803,0.0,"RT @FoxBusiness: AT THE CLOSE: The major U.S. stock market indexes accelerated their gains Tuesday afternoon, boosted by the tech sector. h…"
383,FoxNews,Tue Sep 11 20:11:57 +0000 2018,84,-0.2484,0.0,0.9,0.1,"Bill Saffo, mayor of Wilmington, North Carolina: ""People are taking this very seriously. They have heeded the warni… https://t.co/DXX6nh32GW"
384,FoxNews,Tue Sep 11 20:03:29 +0000 2018,85,0.0,0.0,1.0,0.0,.@ShepNewsTeam is live with the ‘Fox News Update’ on Facebook Watch: https://t.co/Sb2cju6RMf https://t.co/IRl99gyRbD
385,FoxNews,Tue Sep 11 19:58:13 +0000 2018,86,0.0,0.0,1.0,0.0,".@POTUS on people not planning to evacuate for Hurricane Florence: ""Everybody should get out. You have to listen to… https://t.co/csA42YVp2N"
386,FoxNews,Tue Sep 11 19:53:18 +0000 2018,87,-0.296,0.0,0.896,0.104,"FEMA Administrator Brock Long: ""The biggest hazard that we're worried about is storm surge. That is the primary dri… https://t.co/c9wxfDYz66"
387,FoxNews,Tue Sep 11 19:51:11 +0000 2018,88,-0.0516,0.0,0.943,0.057,"FEMA Administrator Brock Long on Hurricane Florence: ""If you've been asked to leave, get out of the areas that are… https://t.co/OUW5AQyE4Q"
388,FoxNews,Tue Sep 11 19:47:17 +0000 2018,89,-0.7717,0.0,0.705,0.295,"FEMA Administrator Brock Long: ""Unfortunately Hurricane Florence is setting out to be a devastating event for the C… https://t.co/C96EjtJ80D"
389,FoxNews,Tue Sep 11 19:46:19 +0000 2018,90,0.3612,0.172,0.828,0.0,".@POTUS on Hurricane Florence: ""We're as ready as anybody's ever been."" https://t.co/pSvkyPPl6d https://t.co/ZTTU2utUtu"
390,FoxNews,Tue Sep 11 19:41:10 +0000 2018,91,0.0,0.0,1.0,0.0,".@POTUS on Hurricane Florence: ""I've spoken with the governors of North Carolina, South Carolina and Virginia. They… https://t.co/1IADocj5RC"
391,FoxNews,Tue Sep 11 19:38:48 +0000 2018,92,0.1531,0.122,0.783,0.096,".@POTUS on Hurricane Florence: ""The safety of American people is my absolute highest priority. We are sparing no ex… https://t.co/5U3POWOmu9"
392,FoxNews,Tue Sep 11 19:30:29 +0000 2018,93,0.0,0.0,1.0,0.0,Second monkeypox case recorded in England: report https://t.co/EU9GwdiXwK
393,FoxNews,Tue Sep 11 19:24:53 +0000 2018,94,0.2057,0.122,0.878,0.0,"Google email 'bombshell' reveals election collusion: 'It just didn't involve Russians,' critic says https://t.co/BRkQBN3OXD"
394,FoxNews,Tue Sep 11 19:20:45 +0000 2018,95,0.0,0.0,1.0,0.0,Ken Graham from the National Hurricane Center has the latest look at Hurricane Florence as it churns toward the Car… https://t.co/yH9cetHtVe
395,FoxNews,Tue Sep 11 19:15:09 +0000 2018,96,0.0,0.0,1.0,0.0,North Carolina is bracing for Hurricane Florence; @RickLeventhal reports. @ShepNewsTeam https://t.co/pSvkyPPl6d https://t.co/zXzdPxTnee
396,FoxNews,Tue Sep 11 19:13:06 +0000 2018,97,0.4019,0.231,0.769,0.0,Elizabeth Smart blasts kidnapper's pending release: 'It is incomprehensible' https://t.co/TcOd7D7yPt
397,FoxNews,Tue Sep 11 19:06:08 +0000 2018,98,-0.3818,0.0,0.867,0.133,"PETA to put up new 'Why so crabby' sign in Maryland, continuing billboard battle with seafood restaurant https://t.co/gz50yV1T4E"
398,FoxNews,Tue Sep 11 18:39:13 +0000 2018,99,0.0,0.0,1.0,0.0,"Detroit Republican running for US Senate @JohnJamesMI: “Right now, in the state of Michigan, people remind us that… https://t.co/f8FL60sFhT"
399,FoxNews,Tue Sep 11 18:33:50 +0000 2018,100,0.0,0.0,1.0,0.0,Tracking Hurricane Florence https://t.co/pSvkyPPl6d https://t.co/BpdYDXW3zs
400,nytimes,Wed Sep 12 02:47:04 +0000 2018,1,0.0,0.0,1.0,0.0,“He’s got a dogfight on his hands. I can tell you there’s Beto signs all over my district and there are Beto signs… https://t.co/yzia47ykTo
401,nytimes,Wed Sep 12 02:41:00 +0000 2018,2,0.0,0.0,1.0,0.0,See full results and maps from the New Hampshire primaries here: https://t.co/YVIAHnb3Jc
402,nytimes,Wed Sep 12 02:32:04 +0000 2018,3,0.0,0.0,1.0,0.0,Molly Kelly is New Hampshire’s Democratic choice for governor. She is the 15th woman nominated for governor this ye… https://t.co/UGyKt0svqh
403,nytimes,Wed Sep 12 02:17:04 +0000 2018,4,-0.8519,0.0,0.648,0.352,"RT @NYTmag: Nobody in America should be poor, period.

No single mother struggling to raise children on her own
No formerly incarcerated ma…"
404,nytimes,Wed Sep 12 02:02:06 +0000 2018,5,0.0018,0.103,0.793,0.103,"One of our readers asked Viola Davis if she ever passed on a role and regretted it. ""Almost a better question is, h… https://t.co/Qt1QzadDjW"
405,nytimes,Wed Sep 12 01:51:02 +0000 2018,6,0.4019,0.139,0.783,0.078,"RT @NYTMetro: “Please, stop using the bones and ashes of our loved ones as props in your political theater,” said Nicholas Haros, who lost…"
406,nytimes,Wed Sep 12 01:45:07 +0000 2018,7,0.0,0.0,1.0,0.0,"President Trump patted himself on the back for an “incredibly successful” job done in Puerto Rico, where the govern… https://t.co/jMeq9AzJnF"
407,nytimes,Wed Sep 12 01:36:07 +0000 2018,8,-0.0516,0.229,0.588,0.182,These 3 hurricane misconceptions can be dangerous. Scientists want to clear them up. https://t.co/NFMSKERsHI
408,nytimes,Wed Sep 12 01:26:05 +0000 2018,9,0.6705,0.208,0.792,0.0,RT @readercenter: Help us tell the story of Hurricane Florence by sharing with us photos or videos of your preparations and evacuation http…
409,nytimes,Wed Sep 12 01:15:10 +0000 2018,10,0.0,0.0,1.0,0.0,"Breaking News: The Department of Education, defining Judaism as an ethnicity, has reopened a Rutgers civil rights c… https://t.co/Z0YBmygmkL"
410,nytimes,Wed Sep 12 01:02:06 +0000 2018,11,0.0,0.0,1.0,0.0,Evening Briefing: Here's what you need to know at the end of the day https://t.co/yG1nMZSeAx
411,nytimes,Wed Sep 12 00:45:04 +0000 2018,12,0.0,0.0,1.0,0.0,"New Yorkers, if you've heard about the I.D.C., we explain it to you. If you haven't heard about the I.D.C., we expl… https://t.co/WXWBo1iYHf"
412,nytimes,Wed Sep 12 00:41:02 +0000 2018,13,0.0,0.0,1.0,0.0,"Here’s how hurricanes are classified, and what it takes to be called a Category 5 https://t.co/AINQnNy0hv"
413,nytimes,Wed Sep 12 00:18:05 +0000 2018,14,0.6652,0.192,0.697,0.111,"RT @nytopinion: The credo of the anonymous G.O.P., writes @tomfriedman: We know Trump is nuts and a jerk, but you’ve gotta love his tax cut…"
414,nytimes,Wed Sep 12 00:06:06 +0000 2018,15,-0.8225,0.0,0.714,0.286,An infamous killer walks out of prison and into a mental health system he unwittingly changed. But how much has it… https://t.co/Xt6WqmwBFx
415,nytimes,Tue Sep 11 23:52:02 +0000 2018,16,0.0,0.0,1.0,0.0,Where is Hurricane Florence? Tracking the path of the storm. https://t.co/ix6Vw2w03b
416,nytimes,Tue Sep 11 23:42:05 +0000 2018,17,-0.4019,0.0,0.856,0.144,RT @jessemckinley: NEW: @nygovCuomo Campaign says  inflammatory flier about @CynthiaNixon was the fault of  ‘constituency representative’ h…
417,nytimes,Tue Sep 11 23:28:44 +0000 2018,18,0.0,0.0,1.0,0.0,First election results are coming in from the New Hampshire primary. Follow the vote here. https://t.co/5rGYhWK7TN
418,nytimes,Tue Sep 11 23:22:02 +0000 2018,19,0.7383,0.261,0.667,0.072,RT @ditzkoff: Many of us admire Sally Field for her strength but almost no one knows the extent of what she survived. I spoke to her about…
419,nytimes,Tue Sep 11 23:09:31 +0000 2018,20,0.0,0.0,1.0,0.0,"RT @nytgraphics: Tonight: live primary election results from New Hampshire. First results are expected in about 15 minutes.
https://t.co/kw…"
420,nytimes,Wed Sep 12 02:47:04 +0000 2018,21,0.0,0.0,1.0,0.0,“He’s got a dogfight on his hands. I can tell you there’s Beto signs all over my district and there are Beto signs… https://t.co/yzia47ykTo
421,nytimes,Wed Sep 12 02:41:00 +0000 2018,22,0.0,0.0,1.0,0.0,See full results and maps from the New Hampshire primaries here: https://t.co/YVIAHnb3Jc
422,nytimes,Wed Sep 12 02:32:04 +0000 2018,23,0.0,0.0,1.0,0.0,Molly Kelly is New Hampshire’s Democratic choice for governor. She is the 15th woman nominated for governor this ye… https://t.co/UGyKt0svqh
423,nytimes,Wed Sep 12 02:17:04 +0000 2018,24,-0.8519,0.0,0.648,0.352,"RT @NYTmag: Nobody in America should be poor, period.

No single mother struggling to raise children on her own
No formerly incarcerated ma…"
